Ticker,Période_détail,Période,en XOF,Chiffre d'Affaires,Résultat d'Exploitation,Résultat Financier,Résultat des activités ordinaires,Résultat Hors Activités Ordinaires,Résultat Net,Total Bilan,Unnamed: 12,Produit net bancaire,Résultat Brut d'Exploitation,Coût du risque,Créances sur la clientèle,Dettes à l'égard de la clientèle,Résultat avant impôts,EBITDAal
CFAC,T3,2017,XOF,23668063925.0,2054137504.0,-118300762.0,1935836742.0,10453069.0,1394992811.0,,,,,,,,1946289811.0,
CFAC,T3,2016,XOF,14742728987.0,1157998418.0,-130593410.0,1027405008.0,,703045843.0,,,,,,,,,
CIEC,An,2024,XOF,263294000000.0,16591000000.0,-2425000000.0,14165000000.0,586000000.0,10101000000.0,2019136000000.0,,,,,,,,
CIEC,An,2023,XOF,257218000000.0,16460000000.0,-2438000000.0,14022000000.0,497000000.0,10633000000.0,1975051000000.0,,,,,,,,
CIEC,An,2022,XOF,238854000000.0,15677000000.0,-2722000000.0,12956000000.0,238000000.0,9819000000.0,1816387000000.0,,,,,,,,
CIEC,An,2021,XOF,231783000000.0,15449000000.0,-1992000000.0,13457000000.0,131000000.0,9757000000.0,1679593000000.0,,,,,,,,
CIEC,An,2020,XOF,722628000000.0,22771000000.0,-2036000000.0,20735000000.0,445000000.0,16170000000.0,1237732000000.0,,,,,,,,
CIEC,An,2019,XOF,666829019000.0,10338703000.0,-2551534000.0,7787169000.0,148390000.0,6534424000.0,1049470379000.0,,,,,,,,
CIEC,An,2018,XOF,587236382000.0,6976049000.0,-1520370000.0,5455679000.0,232940000.0,4929701000.0,928358908000.0,,,,,,,,
CIEC,An,2017,XOF,593261420000.0,3562398000.0,-749158000.0,2813240000.0,334015000.0,1986976000.0,890899990000.0,,,,,,,,
CIEC,An,2016,XOF,589635477000.0,14210307000.0,548694000.0,,98047000.0,10780309000.0,1048196773000.0,,,,,,,,
CIEC,An,2015,XOF,500366889000.0,10815241000.0,623085000.0,,156533000.0,8219879000.0,848845496000.0,,,,,,,,
CIEC,S1,2024,XOF,113520000000.0,7243000000.0,-1238000000.0,,,4495000000.0,,,,,,,,6326000000.0,
CIEC,S1,2023,XOF,114672000000.0,7918000000.0,-1348000000.0,,,4059000000.0,,,,,,,,6821000000.0,
CIEC,S1,2022,XOF,113465000000.0,8363000000.0,-1366000000.0,,,5391000000.0,,,,,,,,7096000000.0,
CIEC,S1,2021,XOF,109101000000.0,7894000000.0,-1400000000.0,,,4263000000.0,,,,,,,,6552000000.0,
CIEC,S1,2020,XOF,333149000000.0,6165000000.0,-1547000000.0,,,3658000000.0,,,,,,,,4722000000.0,
CIEC,S1,2019,XOF,313444000000.0,5858000000.0,-1265000000.0,,,3042000000.0,,,,,,,,4681000000.0,
CIEC,S1,2018,XOF,266293000000.0,3225000000.0,-920000000.0,2305000000.0,,1956000000.0,,,,,,,,2336000000.0,
CIEC,S1,2017,XOF,289965000000.0,2648000000.0,-181000000.0,2467000000.0,,1320000000.0,,,,,,,,2381000000.0,
CIEC,S1,2016,XOF,268062000000.0,,,,,7597000000.0,,,,,,,,11006000000.0,
CIEC,T1,2024,XOF,54206000000.0,3624000000.0,-600000000.0,3024000000.0,,2633000000.0,,,,,,,,3256000000.0,
CIEC,T1,2023,XOF,52271000000.0,3002000000.0,-583000000.0,2419000000.0,,1124000000.0,,,,,,,,2430000000.0,
CIEC,T1,2020,XOF,168481000000.0,3135000000.0,,2633000000.0,,1717000000.0,,,,,,,,,
CIEC,T1,2019,XOF,154272000000.0,3156000000.0,-371000000.0,2785000000.0,227000000.0,1992000000.0,,,,,,,,,
CIEC,T1,2018,XOF,146076000000.0,862000000.0,-464000000.0,398000000.0,355000000.0,627000000.0,,,,,,,,,
CIEC,T3,2023,XOF,180556000000.0,11981000000.0,-2008000000.0,9973000000.0,,6412000000.0,,,,,,,,10335000000.0,
CIEC,T3,2022,XOF,175419000000.0,11484000000.0,-2029000000.0,9456000000.0,,7029000000.0,,,,,,,,9589000000.0,
CIEC,T3,2018,XOF,418454000000.0,3056000000.0,-1536000000.0,1520000000.0,644000000.0,1757000000.0,,,,,,,,2670000000.0,
CIEC,T3,2017,XOF,434685000000.0,1869000000.0,-715000000.0,1153000000.0,-408000000.0,579000000.0,,,,,,,,1716000000.0,
ECOC,An,2024,XOF,,64404000000.0,,,,57477000000.0,2050681000000.0,,122316000000.0,67339000000.0,-2935000000.0,972571000000.0,1412512000000.0,,
ECOC,An,2023,XOF,,54381000000.0,,,,48071000000.0,1953299000000.0,,110189000000.0,60314000000.0,-5933000000.0,1045020000000.0,1450927000000.0,,
ECOC,An,2022,XOF,,48368000000.0,,,,44598000000.0,1901235000000.0,,99155000000.0,54150000000.0,-5782000000.0,900236000000.0,1269609000000.0,,
ECOC,An,2021,XOF,,35925000000.0,,,,34304000000.0,1677707000000.0,,90545000000.0,47899000000.0,-11974000000.0,753306000000.0,1087751000000.0,,
ECOC,An,2020,XOF,,32113000000.0,,,,30018000000.0,1602345000000.0,,86521000000.0,42917000000.0,-10804000000.0,623758000000.0,978576000000.0,,
ECOC,An,2019,XOF,,28025000000.0,,,,25365000000.0,1494457000000.0,,83400000000.0,39343000000.0,-11318000000.0,660733000000.0,802361000000.0,,
ECOC,An,2018,XOF,,21488000000.0,,,,20707000000.0,1467881000000.0,,84822000000.0,38920000000.0,-17431000000.0,754938000000.0,868925000000.0,,
ECOC,An,2017,XOF,,,,,,22835000000.0,1481553000000.0,,74117000000.0,33100000000.0,-6519000000.0,675016000000.0,862945000000.0,,
ECOC,An,2016,XOF,,,,,,21898000000.0,1332410000000.0,,69997000000.0,,,554037000000.0,739976000000.0,,
ECOC,An,2015,XOF,,,,,,16961000000.0,1071489000000.0,,65390000000.0,,,560005000000.0,722295000000.0,,
ECOC,S1,2024,XOF,,,,,,25394000000.0,1854163000000.0,,58785000000.0,33053000000.0,-2406000000.0,1014589000000.0,1282959000000.0,30647000000.0,
ECOC,S1,2023,XOF,,,,,,23922000000.0,1820797000000.0,,53158000000.0,30768000000.0,-3171000000.0,941657000000.0,1319125000000.0,27597000000.0,
ECOC,S1,2022,XOF,,,,,,17726000000.0,1641965000000.0,,45650000000.0,24874000000.0,-6648000000.0,731371000000.0,1287720000000.0,18579000000.0,
ECOC,S1,2021,XOF,,,,,,14740000000.0,1550394000000.0,,42268000000.0,22525000000.0,-6312000000.0,576562000000.0,1154668000000.0,16390000000.0,
ECOC,S1,2020,XOF,,,,,,12489000000.0,1374237000000.0,,39079000000.0,17901000000.0,-6043000000.0,557933000000.0,873043000000.0,12489000000.0,
ECOC,S1,2019,XOF,,,,,,12886000000.0,,,40239000000.0,18590000000.0,-4153000000.0,628454000000.0,809974000000.0,14437000000.0,
ECOC,S1,2018,XOF,,,,,,11790000000.0,,,41662000000.0,18867000000.0,-3307000000.0,634550000000.0,972566000000.0,15560000000.0,
ECOC,S1,2017,XOF,,,,,,10200000000.0,,,35636000000.0,15016000000.0,-1717000000.0,622422000000.0,806249000000.0,13299000000.0,
ECOC,T1,2024,XOF,,,,,,12404000000.0,1953547000000.0,,28082000000.0,,-1083000000.0,1018653000000.0,1424978000000.0,14453000000.0,
ECOC,T1,2023,XOF,,,,,,11510000000.0,1748380000000.0,,25769000000.0,,-1094000000.0,893354000000.0,1265113000000.0,13260000000.0,
ECOC,T1,2022,XOF,,8970000000.0,,,,8493000000.0,1566368000000.0,,21245000000.0,11100000000.0,-2130000000.0,664979000000.0,1101514000000.0,8992000000.0,
ECOC,T1,2021,XOF,,8826000000.0,,,,8481000000.0,,,22653000000.0,12521000000.0,-3695000000.0,583345000000.0,959494000000.0,9003000000.0,
ECOC,T1,2020,XOF,,5740000000.0,,,,5062000000.0,,,19798000000.0,8814000000.0,-2443000000.0,629936000000.0,952896000000.0,6371000000.0,
ECOC,T1,2019,XOF,,,,,,6388000000.0,,,19327000000.0,8433000000.0,-1491000000.0,675920000000.0,855966000000.0,6942000000.0,
ECOC,T1,2018,XOF,,,,,,4969000000.0,,,18933000000.0,,-1327000000.0,,,6523000000.0,
ECOC,T1,2017,XOF,,,,,,4577000000.0,,,16923000000.0,,-641000000.0,,,6042000000.0,
ECOC,T3,2024,XOF,,,,,,38491000000.0,1754771000000.0,,86623000000.0,,-1530000000.0,896426000000.0,1237868000000.0,45023000000.0,
ECOC,T3,2023,XOF,,,,,,36296000000.0,1740673000000.0,,79715000000.0,,-3970000000.0,911236000000.0,1258038000000.0,41649000000.0,
ECOC,T3,2022,XOF,,29887000000.0,,,,28386000000.0,1683893000000.0,,70099000000.0,38764000000.0,-8877000000.0,751965000000.0,1152737000000.0,30250000000.0,
ECOC,T3,2021,XOF,,26066000000.0,,,,24389000000.0,,,65312000000.0,35155000000.0,-9089000000.0,,,25582000000.0,
ECOC,T3,2020,XOF,,22237000000.0,,,,22856000000.0,,,62295000000.0,30052000000.0,-7815000000.0,,,22934000000.0,
ECOC,T3,2019,XOF,,20996000000.0,,,,17986000000.0,,,60606000000.0,27264000000.0,-6268000000.0,,,20996000000.0,
ECOC,T3,2018,XOF,,16266000000.0,,,,12200000000.0,,,60886000000.0,26804000000.0,-10538000000.0,,,16266000000.0,
ECOC,T3,2017,XOF,,,,,,16672000000.0,,,56369000000.0,25764000000.0,-4250000000.0,,,21706000000.0,
ECOC,T3,2016,XOF,,,,,,14571000000.0,,,51634000000.0,21536000000.0,-2598000000.0,,,18884000000.0,
ETIT,An,2024,XOF,,399354000000.0,,,,299706000000.0,17650776000000.0,,1268402000000.0,595831000000.0,,6255123000000.0,12895459000000.0,,
ETIT,An,2023,XOF,,376759000000.0,,,,246811000000.0,16164541000000.0,,1251677000000.0,576877000000.0,,6258455000000.0,11857060000000.0,,
ETIT,An,2022,XOF,,347754000000.0,,,,228750000000.0,17837510000000.0,,1161428000000.0,492148000000.0,,6766766000000.0,12800148000000.0,,
ETIT,An,2021,XOF,,265036000000.0,,,,198151000000.0,15962697000000.0,,974058000000.0,,,5545961000000.0,11417190000000.0,,
ETIT,An,2020,XOF,,194489000000.0,,,,50837000000.0,13866171000000.0,,966891000000.0,,,4939295000000.0,9780795000000.0,,
ETIT,An,2019,XOF,,243282000000.0,,,,161047000000.0,13804166000000.0,,950264000000.0,321515000000.0,-78233000000.0,5416642000000.0,9486164000000.0,,
ETIT,An,2018,XOF,,199532000000.0,,,,138487000000.0,12891547000000.0,,1014373000000.0,390374000000.0,-190842000000.0,5207096000000.0,9129546000000.0,,
ETIT,An,2017,XOF,,159944000000.0,,,,126656000000.0,12268963000000.0,,1014872000000.0,387756000000.0,-227812000000.0,5118283000000.0,8315427000000.0,,
ETIT,An,2016,XOF,,,,,,-122464000000.0,12763796000000.0,,1178443000000.0,,,5762026000000.0,8398888000000.0,,
ETIT,An,2015,XOF,,,,,,107464000000.0,23553919000000.0,,1251145000000.0,,,6748367000000.0,9897831000000.0,,
ETIT,S1,2024,XOF,,196521000000.0,,,,137814000000.0,,,602720000000.0,279820000000.0,-83299000000.0,,,196521000000.0,
ETIT,S1,2023,XOF,,224700000000.0,,,,130830000000.0,,,629215000000.0,,-62740000000.0,,,186899000000.0,
ETIT,S1,2022,XOF,,171281000000.0,,,,111265000000.0,,,545943000000.0,,-69106000000.0,,,156805000000.0,
ETIT,S1,2021,XOF,,126877000000.0,,,,83809000000.0,,,448679000000.0,,-58372000000.0,,,114318000000.0,
ETIT,S1,2020,XOF,,107189000000.0,,,,76772000000.0,,,459216000000.0,,-57707000000.0,,,101446000000.0,
ETIT,S1,2019,XOF,,118076000000.0,,,,95660000000.0,,,450397000000.0,,-33250000000.0,,,118079000000.0,
ETIT,S1,2018,XOF,,119479000000.0,,,,94672000000.0,,,511649000000.0,,-75526000000.0,,,119550000000.0,
ETIT,S1,2017,XOF,,88469000000.0,,,,72076000000.0,,,532357000000.0,,-121159000000.0,,,88324000000.0,
ETIT,S1,2016,XOF,,119951000000.0,,,,89706000000.0,,,601726000000.0,,-94993000000.0,,,119976000000.0,
ETIT,T1,2024,XOF,,90725000000.0,,,,63453000000.0,16094656000000.0,,299667000000.0,138461000000.0,-47736000000.0,,,90725000000.0,
ETIT,T1,2023,XOF,,83137000000.0,,,,53542000000.0,17320775000000.0,,295314000000.0,,-43099000000.0,,,76455000000.0,
ETIT,T1,2022,XOF,,77526000000.0,,,,53801000000.0,15998306000000.0,,254855000000.0,,-29478000000.0,,,73099000000.0,
ETIT,T1,2021,XOF,,59497000000.0,,,,46185000000.0,14319947000000.0,,222720000000.0,,-31154000000.0,,,59508000000.0,
ETIT,T1,2020,XOF,,54260000000.0,,,,40187000000.0,13900676000000.0,,233826000000.0,,-25150000000.0,,,53747000000.0,
ETIT,T1,2019,XOF,,,,,,48835000000.0,12699131000000.0,,224240000000.0,,,,,59221000000.0,
ETIT,T1,2018,XOF,,,,,,48481000000.0,11929126000000.0,,247347000000.0,,,,,58999000000.0,
ETIT,T1,2017,XOF,,,,,,37429000000.0,12542080000000.0,,261110000000.0,,,,,45869000000.0,
ETIT,T3,2024,XOF,,296514000000.0,,,,205860000000.0,,,898105000000.0,,-112155000000.0,,,296536000000.0,
ETIT,T3,2023,XOF,,288451000000.0,,,,190097000000.0,,,919328000000.0,,-136873000000.0,,,272457000000.0,
ETIT,T3,2022,XOF,,268315000000.0,,,,172184000000.0,,,836518000000.0,,-81979000000.0,,,247386000000.0,
ETIT,T3,2021,XOF,,209492000000.0,,,,140454000000.0,,,693709000000.0,,-80059000000.0,,,193097000000.0,
ETIT,T3,2020,XOF,,164912000000.0,,,,15809000000.0,,,708863000000.0,,-94516000000.0,,,146153000000.0,
ETIT,T3,2019,XOF,,176882000000.0,,,,127310000000.0,13597389000000.0,,682441000000.0,,-52564000000.0,,,176801000000.0,
ETIT,T3,2018,XOF,,,,,,139093000000.0,12394563000000.0,,769074000000.0,,,,,176941000000.0,
ETIT,T3,2017,XOF,,,,,,104325000000.0,,,744732000000.0,124942000000.0,,,,124821000000.0,
ETIT,T3,2016,XOF,,,,,,126315000000.0,,,841892000000.0,165552000000.0,,,,165322000000.0,
FTSC,An,2024,XOF,30694517000.0,-882181000.0,5222667000.0,4340485000.0,18862687000.0,18595275000.0,61061747000.0,,,,,,,,
FTSC,An,2023,XOF,38214972000.0,1601400000.0,1832610000.0,3434010000.0,10000000.0,3075972000.0,50701178000.0,,,,,,,,
FTSC,An,2022,XOF,45464126000.0,-203064000.0,982869000.0,779803000.0,-591320000.0,153483000.0,54851509000.0,,,,,,,,
FTSC,An,2021,XOF,41473743000.0,-1048574000.0,215572000.0,-833001000.0,-429334000.0,-1276336000.0,53741474000.0,,,,,,,,
FTSC,An,2020,XOF,39020184000.0,30688000.0,1056979000.0,1087667000.0,3509500000.0,3551668000.0,53788997000.0,,,,,,,,
FTSC,An,2019,XOF,40436698000.0,2192357000.0,-17764000.0,2174593000.0,5191000.0,1855141000.0,51051574000.0,,,,,,,,
FTSC,An,2018,XOF,43898979000.0,2260417000.0,-559793000.0,1700624000.0,16957000.0,1682581000.0,56064645000.0,,,,,,,,
FTSC,An,2017,XOF,46320367000.0,2982073000.0,-469711000.0,2512362000.0,14744000.0,2492106000.0,58000496000.0,,,,,,,,
FTSC,An,2016,XOF,40188913000.0,2157441000.0,336945000.0,2494386000.0,-3653000.0,2455733000.0,54488990000.0,,,,,,,,
FTSC,An,2015,XOF,46758815000.0,3314092000.0,597168000.0,3911260000.0,52915000.0,3929175000.0,57476312000.0,,,,,,,,
FTSC,S1,2024,XOF,12099000000.0,-1300000000.0,5459000000.0,4159000000.0,18000000.0,3133000000.0,,,,,,,,,
FTSC,S1,2023,XOF,19630000000.0,306000000.0,3169000000.0,3475000000.0,10000000.0,2612000000.0,,,,,,,,,
FTSC,S1,2022,XOF,19485000000.0,-743000000.0,1012000000.0,268000000.0,0.0,201000000.0,,,,,,,,,
FTSC,S1,2021,XOF,18227000000.0,-79000000.0,53000000.0,-26000000.0,-92000000.0,-136000000.0,,,,,,,,,
FTSC,S1,2020,XOF,17077000000.0,-677000000.0,1501000000.0,824000000.0,0.0,744000000.0,,,,,,,,,
FTSC,S1,2019,XOF,17735000000.0,20000000.0,267000000.0,287000000.0,2000000.0,254000000.0,,,,,,,,,
FTSC,S1,2018,XOF,19656000000.0,107000000.0,-132000000.0,-25000000.0,1000000.0,-59000000.0,,,,,,,,,
FTSC,S1,2017,XOF,20974000000.0,592000000.0,436000000.0,1028000000.0,16000000.0,1009000000.0,,,,,,,,1044000000.0,
FTSC,S1,2016,XOF,18433000000.0,-124000000.0,178000000.0,54000000.0,-16000000.0,,,,,,,,,38000000.0,
FTSC,T1,2024,XOF,5372000000.0,204000000.0,,,,,,,,,,,,25000000.0,
FTSC,T1,2023,XOF,10854000000.0,308000000.0,,,,,,,,,,,,139000000.0,
FTSC,T1,2022,XOF,10935000000.0,-103000000.0,,,,,,,,,,,,-382000000.0,
FTSC,T1,2021,XOF,9921000000.0,322000000.0,,,,,,,,,,,,204000000.0,
FTSC,T1,2020,XOF,9531000000.0,475000000.0,,,,,,,,,,,,346000000.0,
FTSC,T1,2019,XOF,10540000000.0,232000000.0,,,,,,,,,,,,12000000.0,
FTSC,T1,2018,XOF,11736000000.0,372000000.0,,,,,,,,,,,,125000000.0,
FTSC,T1,2017,XOF,11806000000.0,610000000.0,,,,,,,,,,,,621000000.0,
FTSC,T1,2016,XOF,10517000000.0,,,211000000.0,,,,,,,,,,106000000.0,
FTSC,T3,2024,XOF,18486000000.0,-1104000000.0,5236000000.0,4132000000.0,13000000.0,,,,,,,,,4144000000.0,
FTSC,T3,2023,XOF,27095000000.0,1062000000.0,3016000000.0,4078000000.0,10000000.0,,,,,,,,,4088000000.0,
FTSC,T3,2022,XOF,26393000000.0,-583000000.0,558000000.0,-25000000.0,-202000000.0,,,,,,,,,-227000000.0,
FTSC,T3,2021,XOF,25280000000.0,-53000000.0,-126000000.0,-179000000.0,-270000000.0,,,,,,,,,-450000000.0,
FTSC,T3,2020,XOF,24041000000.0,-179000000.0,1346000000.0,1167000000.0,400000000.0,,,,,,,,,1567000000.0,
FTSC,T3,2019,XOF,24111000000.0,158000000.0,88000000.0,246000000.0,-4000000.0,,,,,,,,,242000000.0,
FTSC,T3,2018,XOF,26422000000.0,,,661000000.0,,,,,,,,,,329000000.0,
FTSC,T3,2017,XOF,27893000000.0,,,943000000.0,,1132000000.0,,,,,,,,,
FTSC,T3,2016,XOF,25303000000.0,,,971000000.0,,1132000000.0,,,,,,,,,
LNBB,An,2024,XOF,102544000000.0,4458000000.0,613000000.0,5171000000.0,3098000000.0,7176000000.0,29053000000.0,,,,,,,,
LNBB,An,2023,XOF,93915000000.0,5122000000.0,830000000.0,5952000000.0,20000000.0,3914000000.0,40646000000.0,,,,,,,,
LNBB,An,2022,XOF,74290000000.0,8836000000.0,,,,6748000000.0,36444000000.0,,,,,,,,
LNBB,An,2021,XOF,79933000000.0,10186000000.0,,,,5072000000.0,31453000000.0,,,,,,,,
LNBB,T1,2024,XOF,25769000000.0,2112000000.0,32000000.0,2144000000.0,,1501000000.0,,,,,,,,2144000000.0,
NEIC,An,2024,XOF,6744255774.0,603453112.0,111468666.0,714921778.0,-1179171097.0,-759371358.0,6675647428.0,,,,,,,,
NEIC,An,2023,XOF,8525436230.0,1850072232.0,124010813.0,1974083045.0,-357494817.0,1167140182.0,9058172062.0,,,,,,,,
NEIC,An,2022,XOF,8988063184.0,1794653147.0,108730181.0,1903383328.0,-240121221.0,1212304460.0,7358890518.0,,,,,,,,
NEIC,An,2021,XOF,8874246101.0,1787649834.0,108035664.0,1895685498.0,-432511263.0,980247893.0,9690766917.0,,,,,,,,
NEIC,An,2020,XOF,7301216273.0,1365392841.0,89172929.0,1454565770.0,-314989386.0,800792587.0,9110103553.0,,,,,,,,
NEIC,An,2019,XOF,6438263501.0,1155381970.0,48715103.0,1204097073.0,-425640641.0,587989815.0,7608319991.0,,,,,,,,
NEIC,An,2018,XOF,8106737783.0,998042475.0,2656158.0,1000698633.0,65000.0,774874633.0,7468789431.0,,,,,,,,
NEIC,An,2017,XOF,6008474693.0,547722429.0,-22119836.0,525602593.0,10272541.0,505507847.0,5827748949.0,,,,,,,,
NEIC,An,2016,XOF,3350791142.0,-1412161570.0,,,,-124705870.0,4869324580.0,,,,,,,,
NEIC,An,2015,XOF,,-791234999.0,,,,-346599298.0,8959577337.0,,,,,,,,
NEIC,S1,2024,XOF,1697302514.0,-49491090.0,71238614.0,21747524.0,,-20528921.0,,,,,,,,,
NEIC,S1,2023,XOF,2511375791.0,467003574.0,70139707.0,537143281.0,,162296349.0,,,,,,,,,
NEIC,S1,2022,XOF,2852452553.0,872579191.0,70726611.0,943305802.0,,494390382.0,,,,,,,,,
NEIC,S1,2021,XOF,1656997326.0,207303564.0,44628482.0,251932046.0,,-187979771.0,,,,,,,,,
NEIC,S1,2020,XOF,1208808634.0,-119435933.0,48257678.0,-71178255.0,,-401453673.0,,,,,,,,,
NEIC,S1,2019,XOF,965349096.0,-163713878.0,22100932.0,-141612946.0,,-572334450.0,,,,,,,,,
NEIC,S1,2018,XOF,626791101.0,-308392485.0,-1539836.0,-309932321.0,,-313091602.0,,,,,,,,,
NEIC,S1,2017,XOF,2174717915.0,-73702079.0,-6478768.0,-80180847.0,,-88919822.0,,,,,,,,,
NEIC,S1,2016,XOF,92068191.0,-1178283743.0,-54395000.0,-1232678743.0,,-1234274377.0,,,,,,,,,
NEIC,T1,2024,XOF,105827562.0,-181125157.0,38587556.0,-142537601.0,,-94719306.0,,,,,,,,,
NEIC,T1,2023,XOF,92677733.0,-305775191.0,36104614.0,-269670577.0,,-270229489.0,,,,,,,,,
NEIC,T1,2022,XOF,126648922.0,-197217782.0,44017029.0,-153200753.0,,-154272675.0,,,,,,,,,
NEIC,T1,2021,XOF,190162140.0,-173172815.0,19262396.0,-153910419.0,,-154988582.0,,,,,,,,,
NEIC,T1,2020,XOF,241884684.0,-222315723.0,23523496.0,-198792227.0,,-200006943.0,,,,,,,,,
NEIC,T1,2019,XOF,105782704.0,-222221349.0,7839292.0,-214382057.0,,-214826420.0,,,,,,,,,
NEIC,T1,2018,XOF,110338890.0,-266786277.0,-563062.0,-267349339.0,,-267881358.0,,,,,,,,,
NEIC,T1,2017,XOF,138185695.0,-200490978.0,0.0,-200490978.0,,-199248426.0,,,,,,,,,
NEIC,T3,2024,XOF,5223554804.0,807297725.0,90255965.0,897553690.0,,711091001.0,,,,,,,,,
NEIC,T3,2023,XOF,7260894436.0,1726073297.0,91862230.0,1817935527.0,,1109162313.0,,,,,,,,,
NEIC,T3,2022,XOF,7410767022.0,1851463093.0,78102897.0,1929565990.0,,1268594062.0,,,,,,,,,
NEIC,T3,2021,XOF,7166686145.0,1958391860.0,65826312.0,2024218172.0,,1200934099.0,,,,,,,,,
NEIC,T3,2020,XOF,4697251431.0,766067874.0,67191467.0,833259341.0,,391598165.0,,,,,,,,,
NEIC,T3,2019,XOF,4727595063.0,1032584627.0,30464358.0,1063048985.0,,490153030.0,,,,,,,,,
NEIC,T3,2018,XOF,6493100599.0,1131640018.0,-2260468.0,1129379550.0,,843310100.0,,,,,,,,,
NEIC,T3,2017,XOF,4841940627.0,505931786.0,-21289730.0,484642056.0,,462619900.0,,,,,,,,,
NEIC,T3,2016,XOF,2457878759.0,-788593707.0,-72165373.0,-1463975.0,,-872905282.0,,,,,,,,,
NSBC,An,2024,XOF,,39937000000.0,,,,38112000000.0,2514388000000.0,,97819000000.0,39400000000.0,537000000.0,1536122000000.0,1700893000000.0,,
NSBC,An,2023,XOF,,34546000000.0,,,,34813000000.0,2037064000000.0,,91002000000.0,37922000000.0,-3376000000.0,1307350000000.0,1415894000000.0,,
NSBC,An,2022,XOF,,25354000000.0,,,,32382000000.0,1885056000000.0,,80105000000.0,29506000000.0,-4152000000.0,1141361000000.0,1220362000000.0,,
NSBC,An,2021,XOF,,23151000000.0,,,,23713000000.0,1644547000000.0,,76622000000.0,29199000000.0,-6048000000.0,1032456000000.0,1128500000000.0,,
NSBC,An,2020,XOF,,7830000000.0,,,,7201000000.0,1549535000000.0,,71364000000.0,23888000000.0,-16058000000.0,962176000000.0,945550000000.0,,
NSBC,An,2019,XOF,,15258000000.0,,,,13617000000.0,1193793000000.0,,63150000000.0,19986000000.0,-4728000000.0,809906000000.0,753787000000.0,,
NSBC,An,2018,XOF,,14967000000.0,,,,12196000000.0,1084734000000.0,,67762000000.0,25368000000.0,-10401000000.0,736553000000.0,714546000000.0,,
NSBC,An,2017,XOF,,13117000000.0,,,,10015000000.0,1013259000000.0,,62672000000.0,22840000000.0,-9723000000.0,698777000000.0,722081000000.0,,
NSBC,An,2016,XOF,,,,,,17120000000.0,843226000000.0,,58691000000.0,23891000000.0,,594202000000.0,594269000000.0,,
NSBC,An,2015,XOF,,,,,,14296000000.0,750062000000.0,,48143000000.0,16763000000.0,,502753000000.0,586162000000.0,,
NSBC,S1,2024,XOF,,,,,,14528000000.0,2159000000000.0,,45700000000.0,18300000000.0,-2700000000.0,1382000000000.0,1511400000000.0,,
NSBC,S1,2023,XOF,,,,,,11400000000.0,1957400000000.0,,41400000000.0,16400000000.0,-3700000000.0,1211000000000.0,1380000000000.0,,
NSBC,S1,2022,XOF,,,,,,9622000000.0,1711000000000.0,,36100000000.0,13220000000.0,-3590000000.0,1067000000000.0,1104000000000.0,,
NSBC,S1,2021,XOF,,9259000000.0,,,,10028000000.0,1506014000000.0,,35901000000.0,12829000000.0,-3570000000.0,891579000000.0,966925000000.0,11995000000.0,
NSBC,S1,2020,XOF,,3157000000.0,,,,2826000000.0,1230473000000.0,,30353000000.0,9094000000.0,-5937000000.0,803866000000.0,780941000000.0,3533000000.0,
NSBC,S1,2019,XOF,,,,,,5907000000.0,1148696000000.0,,32354000000.0,10233000000.0,-3194000000.0,792755000000.0,733575000000.0,7457000000.0,
NSBC,S1,2018,XOF,,,,,,4557000000.0,1029107000000.0,,35423000000.0,15551000000.0,-10160000000.0,684072000000.0,722798000000.0,5774000000.0,
NSBC,S1,2017,XOF,,,,,,10710000000.0,986844000000.0,,32979000000.0,14344000000.0,-1130000000.0,567424000000.0,689946000000.0,12784000000.0,
NSBC,T1,2024,XOF,,,,,,7103000000.0,2078021000000.0,,21849000000.0,,,1269989000000.0,1422273000000.0,7806000000.0,
NSBC,T1,2023,XOF,,,,,,6559000000.0,2037064000000.0,,21383000000.0,,,1182572000000.0,1283192000000.0,7135000000.0,
NSBC,T1,2022,XOF,,,,,,3680000000.0,,,16991000000.0,,,960410000000.0,1050387000000.0,4494000000.0,
NSBC,T1,2021,XOF,,,,,,3325000000.0,,,17028000000.0,,,879763000000.0,919022000000.0,4402000000.0,
NSBC,T1,2020,XOF,,,,,,2510000000.0,,,15796000000.0,,,829338000000.0,812781000000.0,3208000000.0,
NSBC,T1,2019,XOF,,,,,,2817000000.0,,,15877000000.0,,,787909000000.0,714677000000.0,3573000000.0,
NSBC,T1,2018,XOF,,,,,,2057000000.0,,,17380000000.0,,,632731000000.0,692937000000.0,2620000000.0,
NSBC,T1,2017,XOF,,,,,,4231000000.0,,,16189000000.0,,,608210000000.0,639096000000.0,5206000000.0,
NSBC,T3,2024,XOF,,,,,,23687000000.0,2229850000000.0,,72573000000.0,,,1429552000000.0,1525999000000.0,25988000000.0,
NSBC,T3,2023,XOF,,,,,,18346000000.0,1932909000000.0,,63416000000.0,,,1185737000000.0,1334116000000.0,19905000000.0,
NSBC,T3,2022,XOF,,,,,,15100000000.0,,,56843000000.0,,,1077578000000.0,1122611000000.0,15926000000.0,
NSBC,T3,2021,XOF,,,,,,14722000000.0,1524253000000.0,,54074000000.0,,-3452000000.0,918317000000.0,975948000000.0,18073000000.0,
